station/location,date,daytemp,rain_in_mm,sunshine_in_minutes,airpress
LUZ,2023-12-10,7.6,0.5,0,962.4
LUZ,2023-12-11,7.6,39.1,0,958.9
LUZ,2023-12-12,8.8,10.0,0,956.4
LUZ,2023-12-13,6.8,11.9,48,950.9
LUZ,2023-12-14,5.9,1.2,0,964.8
LUZ,2023-12-15,4.1,0.0,56,981.6
LUZ,2023-12-16,0.9,0.0,0,986.6
LUZ,2023-12-17,1.4,0.0,0,985.5
LUZ,2023-12-18,0.2,0.0,55,982
LUZ,2023-12-19,1.8,3.9,308,973.4
LUZ,2023-12-20,4.0,2.8,3,968
LUZ,2023-12-21,6.8,2.2,0,959.8
LUZ,2023-12-22,8.7,0.0,0,960.4
LUZ,2023-12-23,8.3,0.0,90,966.1
LUZ,2023-12-24,4.2,1.7,165,966.9
LUZ,2023-12-25,5.8,0.0,325,965.1
LUZ,2023-12-26,2.9,0.0,202,967.9
LUZ,2023-12-27,2.0,0.0,362,968.5
LUZ,2023-12-28,2.8,0.0,0,968.4
LUZ,2023-12-29,6.3,0.0,14,966.3
LUZ,2023-12-30,4.9,0.0,381,964.9
LUZ,2023-12-31,3.0,2.9,50,957.6
